filename,n_clients,batch_size,final_window,final_unique_identified,final_avg_anonymity_size,final_accuracy,avg_unique_identified,avg_anonymity_size,avg_accuracy,total_windows
12hr-10client-3batch-19325377_4.csv,10,3,31.0,1.0,3.142857142857143,71.42857142857143,0.45161290322580644,5.141179250856671,58.70985645179193,31
12hr-10client-4batch-19388581_6.csv,10,4,39.0,8.0,2.0,80.0,3.7435897435897436,2.28705069858916,89.00390208082514,39
12hr-10client-5batch-19388582_6.csv,10,5,47.0,11.0,1.2142857142857142,100.0,3.6595744680851063,3.5229226447311563,65.31262472751834,47
12hr-20client-3batch-19341089_1.csv,20,3,7.0,0.0,10.333333333333334,33.33333333333333,0.0,7.8047619047619055,24.285714285714285,7
12hr-20client-4batch-19496122_1.csv,20,4,9.0,1.0,7.857142857142857,28.57142857142857,0.2222222222222222,6.565608465608466,19.84126984126984,9
12hr-20client-5batch-19322995_1.csv,20,5,10.0,0.0,7.428571428571429,42.857142857142854,0.0,7.546904761904761,35.28571428571428,10
12hr-30client-3batch-19536074_0.csv,30,3,5.0,0.0,12.0,25.0,0.0,12.533333333333333,48.33333333333333,5
12hr-30client-4batch-19382367_0.csv,30,4,8.0,0.0,13.875,12.5,0.0,11.26264880952381,33.973214285714285,8
12hr-30client-5batch-19323000_1.csv,30,5,9.0,0.0,13.285714285714286,14.285714285714285,0.0,11.428042328042329,25.1058201058201,9
